employee_id,training_date,training_name,training_type,outcome,training_location,trainer,duration_days,cost
2673,5/11/2023,Customer Service,Internal,Failed,Sarashire,Candace Anderson,2,281.27
2674,4/5/2023,Customer Service,External,Failed,North Benjaminchester,Joshua Deleon,5,283.65
2678,4/6/2023,Project Management,External,Failed,Mooreburgh,Alexa Brown,3,166.28
2682,5/5/2023,Communication Skills,External,Failed,North Johnville,Amanda Huff,3,238.12
2683,8/26/2022,Technical Skills,External,Passed,East Tammy,Dawn Moon,2,412.34
2684,1/23/2023,Communication Skills,Internal,Passed,Cassandrashire,William Frank,5,776.58
2686,11/12/2022,Project Management,External,Passed,Lake Danielle,Courtney Palmer,1,278.7
2687,7/20/2023,Technical Skills,External,Failed,East Kelsey,Edward Davis,1,272.22
2688,11/18/2022,Customer Service,External,Passed,East Christopherhaven,Morgan Carlson,2,638.6
2689,7/12/2023,Project Management,External,Passed,Leslieburgh,James Reid,1,812.6
2691,12/29/2022,Project Management,External,Failed,Lewisstad,Kayla Peterson,3,934.3
2693,5/16/2023,Project Management,External,Failed,Marieshire,Barbara Thomas,2,175.75
2697,2/19/2023,Project Management,Internal,Passed,Carlhaven,Leonard Hancock,4,714.81
2698,12/12/2022,Project Management,Internal,Failed,Biancafort,Cindy Richard,3,152.78
2700,6/29/2023,Technical Skills,External,Failed,Port Thomasville,Michael Lynch,1,272.59
2701,4/20/2023,Leadership Development,External,Failed,Moorefurt,Rebecca Ball,5,155.14
2702,9/5/2022,Communication Skills,Internal,Passed,Alfredmouth,Gregg Jacobs,1,328.74
2703,3/31/2023,Leadership Development,Internal,Passed,Lake Melissa,Joel Romero,2,775.58
2705,5/24/2023,Communication Skills,External,Failed,Lake Lindaburgh,Angela Simmons,1,826.31
2709,10/15/2022,Technical Skills,Internal,Failed,Donaldshire,Molly Nguyen,2,415.45
2710,7/20/2023,Customer Service,Internal,Failed,West Thomasstad,Samantha Benson,5,807.71
2711,9/13/2022,Leadership Development,Internal,Passed,East Michaelville,Andrew Maldonado,1,408.39
2712,1/30/2023,Communication Skills,External,Passed,Lake Scottville,Richard Hammond,1,741.6
2713,4/9/2023,Technical Skills,External,Passed,Hintonhaven,Matthew Parker,3,193.48
2717,3/25/2023,Communication Skills,Internal,Passed,Wagnerfort,Dennis Davis,5,866.13
2718,11/13/2022,Project Management,Internal,Failed,North Amber,Daniel Green,5,760.24
2721,10/19/2022,Project Management,Internal,Failed,East Adrianhaven,Richard Fisher,4,173.54
2722,7/17/2023,Leadership Development,External,Passed,Reedfurt,Robert Torres,1,334.08
2724,6/3/2023,Leadership Development,External,Passed,Port Nicholasfort,Abigail Higgins,2,611.51
2725,12/29/2022,Technical Skills,Internal,Failed,East Stephen,Allison Moore,2,354.21
2728,1/27/2023,Project Management,Internal,Passed,Millerborough,Jeremy Morris,5,877.47
2729,7/6/2023,Leadership Development,External,Passed,Scottchester,Mrs. Tracey Martinez,2,700.04
2730,5/20/2023,Project Management,External,Failed,East Michael,Teresa Jenkins,5,486.43
2731,4/20/2023,Technical Skills,Internal,Failed,West Hollymouth,Christopher White,1,897.96
2732,2/23/2023,Customer Service,Internal,Passed,Michaelview,Megan Hill,3,147.28
2733,2/12/2023,Leadership Development,Internal,Passed,New Toddville,Michael Smith,5,612.96
2734,2/22/2023,Communication Skills,External,Passed,Lake Tanya,Dennis Lucas,5,953.92
2735,11/12/2022,Leadership Development,External,Failed,Smithburgh,Anthony Young,1,519.23
2736,3/5/2023,Technical Skills,Internal,Passed,Nelsonburgh,Linda Weaver,1,297.94
2740,5/17/2023,Communication Skills,Internal,Passed,South Desiree,Michelle Moreno,3,200.27
2742,9/5/2022,Communication Skills,Internal,Failed,Millermouth,Lisa Stevens,4,785.39
2744,10/29/2022,Technical Skills,External,Failed,Butlershire,Mr. Christopher Howard II,5,955.17
2745,10/12/2022,Technical Skills,Internal,Failed,Priceshire,Andres Thomas,3,542.56
2746,2/12/2023,Project Management,External,Failed,Rochatown,Renee Mcdonald,5,399.23
2748,1/14/2023,Project Management,External,Passed,Port Madison,Christopher Mitchell,2,301.42
2750,2/27/2023,Customer Service,Internal,Passed,New Carlyview,Derek Johnston,1,462.45
2752,12/6/2022,Customer Service,Internal,Failed,Alexandraview,Mary Robinson,5,450.64
2754,4/4/2023,Project Management,Internal,Failed,Port Eric,Michael Mckinney,1,823.08
2755,12/21/2022,Technical Skills,Internal,Passed,New James,Matthew Mueller,4,118.68
2756,4/4/2023,Communication Skills,External,Passed,East Michaelton,Dr. Craig Baker,5,120.79
2758,5/17/2023,Technical Skills,External,Failed,Jasonview,Christine Stein,4,100.17
2759,6/30/2023,Project Management,Internal,Failed,Port William,Cathy Velazquez,1,662.8
2763,11/24/2022,Technical Skills,External,Passed,Michaelbury,Steven Williams,4,430.35
2765,3/30/2023,Customer Service,Internal,Failed,Michaelside,Lauren Matthews,2,529.91
2767,1/21/2023,Customer Service,Internal,Passed,West Tara,Jennifer Thomas,2,972.3
2768,10/24/2022,Project Management,Internal,Failed,New Judithside,Patrick Jones,5,176.6
2769,7/17/2023,Project Management,Internal,Passed,Brittneyfort,Kelsey Scott,1,747.74
2770,7/7/2023,Customer Service,External,Passed,Stephensfurt,Kimberly Martinez,5,451.03
2772,2/6/2023,Leadership Development,Internal,Passed,Hessburgh,Timothy Valdez,5,258.08
2773,2/2/2023,Communication Skills,Internal,Passed,Port Aaron,Jonathan Todd,4,697.67
2774,8/5/2023,Communication Skills,Internal,Passed,Byrdville,David Martin,5,694.23
2776,7/9/2023,Leadership Development,External,Failed,Charleschester,Sarah Willis,1,134.44
2778,10/6/2022,Project Management,External,Failed,Lake Cassandraburgh,Leonard Garner,5,594.73
2780,12/24/2022,Communication Skills,Internal,Failed,Elizabethside,Lisa Harrell,3,625.69
2782,10/17/2022,Leadership Development,Internal,Passed,New Jamieshire,Mark Lopez,2,134.99
2784,9/8/2022,Customer Service,Internal,Passed,Owenston,Ian Snow,5,427.99
2785,11/26/2022,Technical Skills,Internal,Passed,Markshire,Amanda Gardner,1,925.68
2786,6/16/2023,Communication Skills,External,Failed,Reynoldsland,David Rogers,4,485.05
2787,4/18/2023,Technical Skills,External,Passed,Gordonmouth,Victoria Riley,5,720.07
2791,4/8/2023,Communication Skills,Internal,Passed,Youngland,Allison Manning,3,903.18
2792,5/21/2023,Technical Skills,External,Passed,Valenzuelaview,April Peterson,2,607.81
2793,10/9/2022,Project Management,External,Failed,Williamstad,Evan Adams,1,774.44
2794,1/10/2023,Customer Service,Internal,Failed,Debraview,Kim Shea,3,644.38
2796,10/19/2022,Communication Skills,External,Failed,Theresastad,John Choi,2,840.27
2797,12/18/2022,Communication Skills,External,Failed,Blackborough,Paula Gill,1,559.59
2798,4/24/2023,Leadership Development,External,Passed,Lindaside,Keith Scott,1,840.65
2800,12/20/2022,Customer Service,External,Failed,New Frankshire,David Young,1,729.03
2801,6/14/2023,Leadership Development,External,Failed,Vazquezport,Annette Thomas,4,449.65
2802,4/21/2023,Technical Skills,External,Passed,Megantown,Tanya Lozano,3,213.38
2803,1/29/2023,Leadership Development,Internal,Failed,Adamsmouth,Emma Wright,4,106.21
2804,1/26/2023,Leadership Development,Internal,Passed,Lake Kimberly,Jamie Kim,5,483.07
2805,7/18/2023,Project Management,Internal,Passed,Melissahaven,Nicole Medina,2,515.31
2806,5/27/2023,Communication Skills,Internal,Failed,Lake Andreaville,Zachary Jackson,5,290.8
2808,9/23/2022,Communication Skills,External,Passed,East Connor,Susan Fowler,5,105.41
2812,11/25/2022,Leadership Development,External,Failed,Flowerston,Dr. Natalie Pacheco,4,663.36
2813,4/20/2023,Technical Skills,Internal,Passed,North Margaretstad,Steven Blair,2,249.88
2814,7/31/2023,Leadership Development,Internal,Passed,Mooreborough,Melissa Morgan,2,809.89
2816,3/17/2023,Project Management,External,Failed,North Mario,Robert May,3,251.78
2817,1/13/2023,Technical Skills,External,Failed,Montoyaville,Charles Rubio,2,314
2819,7/31/2023,Leadership Development,Internal,Failed,North Rebecca,Lisa Hebert,2,595.4
2820,10/23/2022,Project Management,External,Passed,Ericberg,Mrs. Margaret Moon DDS,2,606.3
2822,9/18/2022,Communication Skills,Internal,Failed,East Michael,Jessica Berry,4,912.5
2824,9/7/2022,Project Management,Internal,Failed,Hoffmanbury,Molly Miranda,1,224.09
2827,9/7/2022,Leadership Development,Internal,Failed,East Brandonfort,Andrea Daugherty,1,629.85
2828,1/30/2023,Communication Skills,Internal,Passed,Deborahville,Dennis Romero,3,915.92
2830,12/6/2022,Project Management,External,Passed,Whitebury,Shawn Dillon,1,266.42
2831,2/9/2023,Communication Skills,External,Failed,Christineport,Cynthia Allen,1,277.22
2832,12/23/2022,Customer Service,Internal,Failed,Hebertville,Andrew Harvey,1,545.87
2833,8/24/2022,Leadership Development,External,Failed,Heidiburgh,Melanie Harris,3,182.84
2835,11/22/2022,Customer Service,Internal,Passed,Moorefurt,Amber Berry,4,939.72
2836,5/18/2023,Customer Service,External,Passed,Port Mike,Brian Williams,5,410.04
2841,4/22/2023,Customer Service,Internal,Passed,Port Tinastad,Lauren Parker,2,405.48
2842,12/22/2022,Project Management,Internal,Failed,Huffton,Becky Curtis,4,577.78
2843,10/1/2022,Leadership Development,External,Passed,Thomasmouth,Amanda Woodard,2,102.16
2844,8/28/2022,Leadership Development,Internal,Passed,Port Lauren,Bobby Knight,5,336.98
2845,2/6/2023,Customer Service,External,Passed,South Lori,Pamela Myers,2,764.22
2849,5/6/2023,Technical Skills,Internal,Failed,Kristybury,Donna Gonzalez,3,706.23
2851,7/16/2023,Communication Skills,Internal,Failed,West Cherylland,Rebecca Bullock,2,718.77
2852,6/23/2023,Communication Skills,Internal,Failed,Brownbury,Austin Moss,3,820.39
2853,1/1/2023,Leadership Development,Internal,Passed,West Dennisborough,Tyrone Fernandez,1,835.07
2854,4/18/2023,Project Management,External,Failed,West Wesley,Kevin Moore,4,670.82
2855,9/5/2022,Technical Skills,External,Passed,East Laurenstad,Kathleen Valenzuela,1,596.23
2856,1/3/2023,Customer Service,Internal,Passed,Port Joshuaport,Rebecca Frazier,2,842.67
2858,11/10/2022,Project Management,Internal,Failed,South Desireebury,Jerry Berry,3,851.72
2859,9/23/2022,Technical Skills,Internal,Passed,New Thomas,Brett Hernandez,1,798.08
2861,11/7/2022,Project Management,External,Passed,Lake Johnbury,Stephen Estrada,2,828.48
2863,12/8/2022,Customer Service,Internal,Passed,North Robert,Gabrielle Pierce,4,422.27
2864,6/16/2023,Leadership Development,External,Failed,New Jillfort,Lori Miles,4,242.25
2866,4/11/2023,Project Management,External,Passed,Millerport,Gabriella Salazar,5,792.46
2867,2/21/2023,Leadership Development,External,Failed,Davidstad,Lisa Snyder,4,317.26
2868,6/17/2023,Leadership Development,External,Failed,Rodriguezberg,Jacob Richards,5,866.79
2869,5/4/2023,Leadership Development,Internal,Passed,Lake David,Ian Simon,2,422.63
2873,6/5/2023,Project Management,Internal,Failed,Phamborough,Courtney Gray,2,801.16
2874,9/27/2022,Project Management,Internal,Passed,Port Tylerfort,Ryan Powers,5,107.25
2876,7/5/2023,Project Management,External,Failed,Joshuaberg,Alejandro Newman,1,429.89
2879,6/15/2023,Customer Service,External,Failed,Georgeburgh,Jessica Golden,3,118.94
2883,5/11/2023,Customer Service,External,Passed,East Michelle,Troy Turner,4,597.63
2884,5/1/2023,Technical Skills,External,Passed,Emilyfort,Brooke White,4,974.28
2886,7/9/2023,Technical Skills,External,Failed,West Kennethburgh,Christopher Mueller,4,263.04
2889,10/13/2022,Customer Service,Internal,Passed,Brownhaven,Robert Yates,2,817.04
2890,10/10/2022,Technical Skills,Internal,Passed,Jeffport,John Williams DDS,5,838.84
2892,8/10/2022,Technical Skills,External,Passed,Port Jasmine,Steven Terrell,5,990.52
2893,6/5/2023,Leadership Development,Internal,Passed,South Nicholasbury,Dustin Smith,5,205.24
2894,6/30/2023,Customer Service,Internal,Passed,Christophermouth,Julie Williams,5,203.06
2896,7/1/2023,Technical Skills,Internal,Passed,Mitchelltown,Erin Day,5,794.92
2897,11/26/2022,Leadership Development,Internal,Passed,Andrewston,John Gallagher,2,926.17
2898,6/22/2023,Leadership Development,Internal,Passed,New Gabrielstad,Erik Marsh,1,832.37
2900,1/16/2023,Customer Service,External,Passed,Joelberg,Erin Everett,4,255.02
2902,3/31/2023,Project Management,External,Failed,Port Scott,Kevin Deleon,2,778.36
2905,10/14/2022,Leadership Development,External,Passed,Johnsonberg,Jessica Caldwell,5,846.88
2906,12/6/2022,Technical Skills,External,Failed,Reedside,Scott Williams,1,998.74
2907,2/12/2023,Communication Skills,External,Passed,Elizabethbury,Tiffany Cox,4,510.69
2908,11/28/2022,Leadership Development,External,Passed,North Jeanfurt,Crystal Elliott,1,100.55
2909,5/12/2023,Technical Skills,Internal,Passed,Lake Elizabeth,Heather Baker,4,818.39
2910,9/19/2022,Technical Skills,Internal,Failed,New Nathanstad,Andrea Gould,1,763.78
2911,3/28/2023,Technical Skills,Internal,Passed,Biancaside,Angelica Franco,1,292.36
2912,1/11/2023,Communication Skills,Internal,Passed,South Joshua,Andrew Garcia,2,990.45
2913,12/1/2022,Communication Skills,External,Passed,Donovanstad,Jennifer Bray,3,989.75
2914,10/15/2022,Communication Skills,Internal,Failed,Port Robertotown,Justin Long,1,194.13
2915,3/25/2023,Technical Skills,Internal,Failed,North Margaretshire,Peter Stokes,2,993.79
2917,10/15/2022,Customer Service,External,Passed,Johnsonview,Cameron Martin,3,636.37
2919,4/23/2023,Technical Skills,Internal,Failed,Port Cindymouth,Jay Lopez,1,195.63
2920,9/27/2022,Technical Skills,External,Passed,Shawnchester,Cassandra Mendoza,2,140.27
2922,5/19/2023,Technical Skills,External,Failed,West Heathertown,Donna Joseph,1,713.3
2924,10/31/2022,Technical Skills,External,Failed,Bishophaven,Natalie Thomas,1,244.84
2926,3/17/2023,Technical Skills,Internal,Failed,Hudsonfort,Mrs. Jessica Alvarado MD,3,459.59
2928,6/21/2023,Communication Skills,External,Failed,Selenamouth,Steven Dominguez,2,175.63
2932,5/17/2023,Communication Skills,External,Passed,Simpsonland,Alex Scott,2,275.36
2933,7/2/2023,Communication Skills,External,Failed,Bakerview,Angel Burgess,3,933.67
2937,7/25/2023,Leadership Development,Internal,Passed,Port Ethan,Tracey Taylor,3,198.45
2939,9/6/2022,Project Management,External,Passed,New Randyborough,Brandon Collins,3,285.5
2941,11/11/2022,Customer Service,Internal,Passed,Mahoneyberg,Lisa Thomas DDS,3,828.68
2943,4/4/2023,Communication Skills,External,Passed,North John,Tiffany Rubio,3,494.19
2944,2/17/2023,Communication Skills,Internal,Passed,Charlesshire,Richard Clark,4,502.56
2946,7/12/2023,Leadership Development,Internal,Failed,Donnaland,Jimmy Collins,4,655.83
2947,8/13/2022,Project Management,External,Failed,New William,Collin Turner,1,543.81
2948,11/1/2022,Technical Skills,Internal,Failed,Changmouth,Amber Vazquez,1,482.47
2949,3/9/2023,Communication Skills,Internal,Passed,North Lauramouth,David Velazquez,3,310.41
2951,9/7/2022,Leadership Development,External,Passed,West Linda,Patrick Cruz,3,973.96
2952,5/8/2023,Communication Skills,Internal,Passed,Laceymouth,Austin Reeves,3,149.09
2953,12/11/2022,Leadership Development,External,Failed,Andrewville,David Russell,4,925.16
2956,10/13/2022,Customer Service,External,Passed,New Colin,Veronica Ross,3,474.15
2957,8/30/2022,Project Management,External,Failed,West Ashley,John King,1,550.42
2958,2/9/2023,Technical Skills,External,Failed,North Allisonland,Rebecca Mack,1,681.23
2960,12/16/2022,Project Management,Internal,Failed,Evansborough,Katherine Vasquez,4,449.66
2961,1/19/2023,Leadership Development,External,Passed,North Josephbury,Neil Miller,5,587.25
2962,8/28/2022,Customer Service,Internal,Failed,Port Joshua,Anita Ray,2,198.55
2963,6/8/2023,Customer Service,External,Passed,Victoriaville,Jonathan Anderson,5,629.24
2964,10/14/2022,Communication Skills,Internal,Failed,Masonstad,Justin Bonilla,2,614.06
2965,3/7/2023,Project Management,External,Passed,Lake Anna,Lisa Ross,3,426.26
2966,10/17/2022,Project Management,Internal,Passed,Christopherbury,Linda White,5,197.73
2968,11/20/2022,Customer Service,Internal,Failed,Brownburgh,Eric Charles,3,764.74
2972,3/1/2023,Leadership Development,Internal,Passed,East Shaneton,Jasmine George,1,788.69
2973,7/13/2023,Technical Skills,Internal,Failed,Fullershire,Charles Jones,5,458.81
2974,4/27/2023,Project Management,Internal,Passed,Jefferyland,Scott Howard,5,140.91
2977,4/1/2023,Project Management,Internal,Passed,Burnston,Ashley Holmes,4,640.05
2978,11/2/2022,Communication Skills,Internal,Failed,Davidland,Katie Chandler,1,470.62
2979,6/10/2023,Leadership Development,External,Failed,West Kellyview,Jonathan Lozano,4,257.87
2980,2/17/2023,Customer Service,External,Passed,South Brandonville,Harry Hernandez,4,970.09
2982,10/31/2022,Project Management,External,Failed,East Morgan,Sarah Harris,2,166.78
2983,6/25/2023,Project Management,External,Passed,West Bradleyborough,Amy Davis,4,267.6
2987,1/20/2023,Leadership Development,External,Failed,Port Sabrinafurt,Ashley Allen,4,133.4
2988,1/3/2023,Customer Service,Internal,Failed,Port Melissa,Mrs. Kristi Thornton,4,312.8
2989,11/24/2022,Communication Skills,External,Failed,West Stephanie,Ashley Jones,3,272.76
2990,5/14/2023,Project Management,External,Passed,Lake Davidton,Logan Smith,3,494.03
2991,12/2/2022,Project Management,Internal,Passed,West Sierrafurt,Daniel Ramos,3,722.92
2992,2/3/2023,Leadership Development,Internal,Passed,Davisbury,Dennis Robbins,1,125.34
2993,11/3/2022,Communication Skills,Internal,Failed,Judithborough,Matthew Kemp,3,559.24
2994,12/14/2022,Project Management,External,Failed,New Brandiport,Sabrina Delgado,1,936.24
2997,2/16/2023,Communication Skills,External,Passed,Morenohaven,Martin Ingram,4,433.14
3000,5/11/2023,Technical Skills,External,Failed,Michaelbury,Donald Crane,2,172.72
3002,2/5/2023,Leadership Development,Internal,Passed,North Rachel,Arthur Parker MD,4,247.81
3003,11/16/2022,Technical Skills,Internal,Passed,Danielleborough,Brandon Cook,4,144.84
3005,3/21/2023,Communication Skills,Internal,Passed,Scottburgh,Terry Green,5,997.4
3006,5/13/2023,Communication Skills,External,Passed,Port Jaredfort,Shannon Turner,3,415.18
3013,5/23/2023,Leadership Development,Internal,Failed,New Gregory,Matthew Sanders,4,776.3
3015,11/18/2022,Customer Service,External,Passed,Bryanburgh,Diane Duran,1,108.95
3016,1/26/2023,Communication Skills,Internal,Passed,Walterland,Mr. James Barnes,4,550.9
3018,4/2/2023,Communication Skills,External,Passed,Juanton,Jenna Waters,1,980.49
3019,11/18/2022,Technical Skills,External,Failed,Port Thomaston,Stephanie Dixon,1,155.46
3021,8/4/2023,Customer Service,External,Passed,Coreyborough,Rachel Roach,3,115.55
3024,12/21/2022,Technical Skills,External,Passed,South Javierview,Emily Henderson,4,957.12
3025,8/27/2022,Communication Skills,External,Failed,Kingberg,Leah Woods,3,177.63
3026,11/2/2022,Customer Service,External,Passed,Keithland,Debbie Adkins,3,864.03
3027,7/5/2023,Communication Skills,External,Failed,New Kelseyland,Matthew Ramirez,4,707.06
3030,12/24/2022,Technical Skills,Internal,Passed,Port Codyburgh,Miranda Kennedy,2,287.34
3031,12/31/2022,Technical Skills,External,Failed,Jacksonborough,Heidi Cole,2,783.36
3034,11/25/2022,Leadership Development,Internal,Passed,Lake Angela,Deborah White,2,947.76
3035,5/9/2023,Customer Service,Internal,Passed,Port Brett,Frank Mitchell,1,498.19
3036,6/19/2023,Technical Skills,Internal,Failed,West Walter,Carlos Leonard,3,516.4
3037,5/1/2023,Leadership Development,Internal,Failed,Lake Roberthaven,Marc Burns,5,374.69
3039,1/5/2023,Leadership Development,Internal,Passed,New Brendamouth,Alice Mcbride,2,130.81
3040,12/30/2022,Technical Skills,Internal,Passed,Thorntonton,Ethan Brown,5,321.03
3041,7/28/2023,Project Management,Internal,Passed,Stewartville,William Peterson,4,354.82
3043,2/21/2023,Customer Service,External,Passed,New David,Michelle Davila,5,658.12
3045,3/3/2023,Communication Skills,External,Failed,Troyshire,Christopher Smith,2,290.75
3047,6/13/2023,Customer Service,External,Passed,Leslieview,Mckenzie Myers,1,507.74
3050,11/6/2022,Project Management,External,Passed,Mooreburgh,Renee Bell,2,826.19
3052,10/1/2022,Technical Skills,External,Failed,Derekbury,Amanda Bradshaw,3,824.73
3054,6/7/2023,Leadership Development,External,Failed,Port Jason,Marissa Harris,5,144.66
3056,6/20/2023,Communication Skills,External,Passed,Terryton,Anthony Stanton,1,535.51
3057,5/28/2023,Leadership Development,Internal,Passed,Johnsonville,Melissa Villegas,4,961.84
3059,7/10/2023,Communication Skills,External,Passed,West William,Joseph Powell,1,164.35
3060,8/30/2022,Customer Service,Internal,Failed,Farrellview,John Richards,3,165.67
3062,7/26/2023,Leadership Development,Internal,Passed,North John,Lindsay Butler,1,312.91
3063,9/28/2022,Project Management,External,Failed,Bellmouth,Charlotte Goodwin,3,767.52
3064,7/31/2023,Project Management,Internal,Failed,Andersonfort,Nancy Jones,5,166.35
3066,10/18/2022,Communication Skills,External,Failed,Mitchellbury,Jeffery Phillips,3,258.73
3067,9/1/2022,Communication Skills,External,Passed,Jonesshire,Joseph Smith,1,483.26
3068,11/18/2022,Customer Service,External,Passed,East Jeanetteberg,Nancy Lowe,3,261.81
3073,1/28/2023,Customer Service,Internal,Passed,Clarkechester,Loretta Greene,1,681.4
3077,10/31/2022,Project Management,External,Failed,Darrenland,James Peck,3,726.88
3078,3/5/2023,Leadership Development,Internal,Passed,East Mikayla,Denise Adams,1,548.95
3081,8/28/2022,Customer Service,Internal,Passed,Garrettbury,Tim Hicks Jr.,2,316.38
3082,5/15/2023,Project Management,External,Failed,Schmidttown,Melissa Peters,4,696.51
3083,5/8/2023,Technical Skills,External,Passed,Frankborough,William Smith,2,413.66
3085,2/23/2023,Technical Skills,External,Failed,Mariaview,Sheila Gutierrez,2,855.84
3086,6/27/2023,Communication Skills,Internal,Failed,West Joshua,Hannah Ortiz,2,288.09
3087,7/8/2023,Communication Skills,Internal,Passed,Leachfurt,Lori Cox,2,776.34
3088,5/25/2023,Customer Service,External,Failed,Joshuafurt,Scott Rowe,3,732.88
3089,1/2/2023,Leadership Development,Internal,Failed,Kathrynview,Christopher Adams,4,788.1
3092,10/7/2022,Leadership Development,Internal,Passed,South Keithside,Matthew Davis,1,372.99
3095,8/26/2022,Communication Skills,Internal,Failed,North Andrewshire,Ryan Fitzgerald,4,461.79
3098,10/4/2022,Leadership Development,External,Passed,Diazmouth,Frank Jackson,1,801.69
3099,5/31/2023,Technical Skills,Internal,Passed,Nicoleshire,Lori Brown,4,355.34
3101,5/21/2023,Technical Skills,Internal,Passed,Jasonshire,Kristi Hernandez,4,849.63
3104,8/2/2023,Project Management,Internal,Failed,Melissaborough,Rhonda Sanchez,3,852.79
3106,5/6/2023,Communication Skills,External,Failed,Courtneyview,Jacob Reese,3,957.31
3109,6/12/2023,Customer Service,External,Failed,South David,Drew Delacruz,1,260.84
3110,10/29/2022,Technical Skills,External,Passed,East Richardview,Matthew Fitzpatrick,3,299.97
3111,6/6/2023,Leadership Development,Internal,Failed,West Jillmouth,Melanie Fernandez,1,374.9
3114,1/10/2023,Technical Skills,Internal,Passed,North Christina,Eric Miranda,5,569.5
3116,8/23/2022,Project Management,External,Failed,South Paul,Jacqueline Thornton,4,323.12
3117,4/16/2023,Communication Skills,External,Passed,Michaelville,James Haley,5,461.57
3119,2/26/2023,Leadership Development,External,Passed,Boylestad,Donna Flores,1,899.2
3123,1/1/2023,Communication Skills,External,Failed,Jaimeville,Amanda Sanders,4,479
3126,7/21/2023,Communication Skills,External,Passed,Markfort,Sean Johnson,4,667.54
3128,2/28/2023,Communication Skills,Internal,Passed,Ericabury,Michael Richardson,1,830.63
3129,6/11/2023,Technical Skills,Internal,Failed,Port Megan,Dana Johnson,4,277.31
3135,1/28/2023,Communication Skills,Internal,Passed,Bishopbury,Maria Barrett,5,142.21
3136,11/22/2022,Project Management,External,Failed,East Kevinburgh,Chelsea Stokes,2,386.95
3137,6/11/2023,Technical Skills,External,Passed,Port Justinchester,Kathleen Martin,4,641.68
3139,4/23/2023,Communication Skills,External,Passed,New Eric,Derrick Walker,4,649.64
3140,12/12/2022,Technical Skills,External,Failed,East Justin,Laura Tucker,1,402.77
3141,4/1/2023,Leadership Development,Internal,Failed,East Taraside,Kevin Roth,3,311.92
3142,1/9/2023,Communication Skills,External,Failed,Matthewville,Rose Schmidt,5,730.99
3143,5/22/2023,Project Management,Internal,Failed,Port Tanyamouth,Chelsey Long,3,330.04
3144,7/15/2023,Communication Skills,Internal,Passed,Port Kyle,Kevin Palmer MD,3,848.99
3146,3/6/2023,Technical Skills,External,Passed,Port Todd,Alan Barry,5,560.03
3150,1/28/2023,Customer Service,External,Failed,North Kristina,James Hudson,4,781.04
3151,10/6/2022,Project Management,Internal,Passed,Smithberg,David Hoffman,2,978.88
3154,5/25/2023,Customer Service,External,Passed,Lake Michael,Chelsea Davis,4,418.08
3160,1/11/2023,Leadership Development,Internal,Failed,Lake Andrewburgh,Michelle Hernandez,3,619.29
3163,10/1/2022,Project Management,Internal,Passed,West Joshuaburgh,Mark Johnson,4,807.32
3164,2/10/2023,Project Management,External,Passed,Harmontown,Jane Romero,3,981.17
3167,1/15/2023,Leadership Development,External,Passed,Hillburgh,Keith Lewis,1,975.21
3168,5/10/2023,Leadership Development,External,Failed,Brandonland,Whitney Smith,5,613.58
3170,8/28/2022,Technical Skills,External,Failed,Elizabethfurt,Theresa Yang,2,361.28
3172,12/25/2022,Customer Service,External,Failed,North Charlesview,Melissa Faulkner,5,742.18
3174,12/9/2022,Communication Skills,External,Passed,Lake Ronald,Jennifer White,4,860.91
3178,5/2/2023,Communication Skills,Internal,Failed,Lake Aaronton,Ian Baker,3,708.78
3182,5/2/2023,Technical Skills,Internal,Passed,Barryberg,George Norris,2,825.61
3183,7/28/2023,Customer Service,External,Passed,Johnsonborough,Brandy Young,1,205.22
3184,9/9/2022,Technical Skills,Internal,Failed,East Stacymouth,Penny Koch,3,441.79
3185,11/28/2022,Communication Skills,External,Passed,New Michael,Hannah Hernandez,3,491.87
3188,5/16/2023,Leadership Development,Internal,Failed,Larrytown,Tony Ray,3,976.9
3190,7/13/2023,Leadership Development,External,Passed,Scottchester,Brendan Nelson,3,911.6
3193,4/16/2023,Project Management,External,Passed,New Bethstad,Robert Chapman,3,240.94
3194,1/23/2023,Leadership Development,Internal,Passed,South David,Audrey Stanley,5,143.28
3197,11/10/2022,Customer Service,Internal,Failed,Cooperburgh,Kevin Lin,4,694.79
3198,6/1/2023,Communication Skills,Internal,Passed,Port Jenniferbury,James Haynes,2,445.34
3199,9/23/2022,Technical Skills,Internal,Failed,Guzmanville,Stephanie Stokes,5,609.18
3200,3/18/2023,Communication Skills,Internal,Passed,New Garyland,Terri James,1,473.02
3201,6/5/2023,Leadership Development,Internal,Failed,Johnstad,Jessica Pratt,2,758.46
3202,8/30/2022,Customer Service,Internal,Passed,Jenniferborough,Jodi Mitchell,3,194.06
3203,9/1/2022,Project Management,External,Passed,Port Nicole,Joan Roach,2,317.06
3206,4/1/2023,Leadership Development,Internal,Passed,New Margaret,Jessica Ashley,2,143.32
3207,2/17/2023,Technical Skills,External,Passed,Port Sean,Tracy Roberts,3,724.51
3209,3/6/2023,Project Management,Internal,Failed,North Melissa,Ryan Anderson,5,259.71
3210,12/31/2022,Project Management,External,Failed,Lake Jillianside,Christopher Caldwell,2,128.89
3214,1/25/2023,Project Management,Internal,Failed,West Christopher,Laura Moore,4,521.05
3215,7/6/2023,Communication Skills,External,Failed,Smithport,Dustin Lewis,3,183.77
3216,3/17/2023,Leadership Development,External,Passed,North Thomas,Maria Rios,5,143.08
